ENSECAT00000013004.1	SYCE1
ENSECAT00000024043.1	MFSD5
ENSECAT00000024655.1	ESPL1
ENSECAT00000008723.1	PFDN5
ENSECAT00000011818.1	C12orf10
ENSECAT00000014082.1	AAAS
ENSECAT00000021360.1	SP7
ENSECAT00000021394.1	SP1
ENSECAT00000021654.1	AMHR2
ENSECAT00000011390.1	MAP3K12
ENSECAT00000011413.1	MAP3K12
ENSECAT00000012339.1	TARBP2
ENSECAT00000022450.1	NPFF
ENSECAT00000024651.1	ATP5G2
ENSECAT00000025888.1	CALCOCO1
ENSECAT00000025895.1	CALCOCO1
ENSECAT00000026817.1	HOXC13
ENSECAT00000026847.1	HOXC12
ENSECAT00000026853.1	HOXC11
ENSECAT00000026955.1	HOXC10
ENSECAT00000000599.1	HOXC9
ENSECAT00000003767.1	HOXC6
ENSECAT00000004024.1	HOXC5
ENSECAT00000027619.1	eca-mir-615
ENSECAT00000004428.1	HOXC4
ENSECAT00000007811.1	SMUG1
ENSECAT00000008269.1	CBX5
ENSECAT00000009443.1	HCP-1
ENSECAT00000026396.1	NFE2
ENSECAT00000026506.1	COPZ1
ENSECAT00000027763.1	eca-mir-148b
ENSECAT00000000795.1	GPR84
ENSECAT00000026907.1	ZNF385A
ENSECAT00000027037.1	ITGA5
ENSECAT00000027039.1	ITGA5
ENSECAT00000014262.1	GTSF1
ENSECAT00000029470.1	U3
ENSECAT00000016276.1	NCKAP1L
ENSECAT00000016390.1	NCKAP1L
ENSECAT00000024535.1	PDE1B
ENSECAT00000007630.1	PPP1R1A
ENSECAT00000007824.1	TESPA1
ENSECAT00000000840.1	NEUROD4
ENSECAT00000005148.1	OR10A7
ENSECAT00000005926.1	OR6C74
ENSECAT00000006004.1	OR6C65
ENSECAT00000006088.1	OR6C68
ENSECAT00000003665.1	OR6C76
ENSECAT00000003735.1	OR6C3
ENSECAT00000004179.1	OR6C6
ENSECAT00000004484.1	OR6C75
ENSECAT00000005379.1	OR6C70
ENSECAT00000006257.1	OR2AP1
ENSECAT00000006509.1	OR10P1
ENSECAT00000012083.1	METTL7B
ENSECAT00000012376.1	ITGA7
ENSECAT00000020962.1	RDH5
ENSECAT00000021645.1	CD63
ENSECAT00000022044.1	GDF11
ENSECAT00000001674.1	SARNP
ENSECAT00000008722.1	ORMDL2
ENSECAT00000011406.1	MMP19
ENSECAT00000012269.1	WIBG
ENSECAT00000013121.1	DGKA
ENSECAT00000021554.1	SILV
ENSECAT00000022506.1	CDK2
ENSECAT00000025026.1	RAB5B
ENSECAT00000025200.1	SUOX
ENSECAT00000026027.1	IKZF4
ENSECAT00000026057.1	IKZF4
ENSECAT00000026088.1	RPS26
ENSECAT00000026542.1	ERBB3
ENSECAT00000007227.1	PA2G4
ENSECAT00000013486.1	ZC3H10
ENSECAT00000014372.1	ESYT1
ENSECAT00000014392.1	ESYT1
ENSECAT00000019261.1	MYL6B
ENSECAT00000019543.1	MYL6
ENSECAT00000022539.1	SMARCC2
ENSECAT00000006650.1	RNF41
ENSECAT00000008211.1	NABP2
ENSECAT00000009050.1	SLC39A5
ENSECAT00000010835.1	ANKRD52
ENSECAT00000016774.1	COQ10A
ENSECAT00000017737.1	CS
ENSECAT00000021410.1	PAN2
ENSECAT00000023772.1	IL23A
ENSECAT00000024249.1	STAT2
ENSECAT00000006529.1	APOF
ENSECAT00000004648.1	TIMELESS
ENSECAT00000008978.1	MIP
ENSECAT00000009033.1	SPRYD4
ENSECAT00000009706.1	GLS2
ENSECAT00000014771.1	RBMS2
ENSECAT00000019940.1	BAZ2A
ENSECAT00000024412.1	ATP5B
ENSECAT00000027801.1	SNORD59
ENSECAT00000027279.1	SNORD59
ENSECAT00000013880.1	PTGES3
ENSECAT00000017854.1	HSD17B6
ENSECAT00000006542.1	RPS3
ENSECAT00000019773.1	SDR9C7
ENSECAT00000006006.1	GPR182
ENSECAT00000006048.1	ZBTB39
ENSECAT00000023095.1	MYO1A
ENSECAT00000025809.1	NEMP1
ENSECAT00000006747.1	NAB2
ENSECAT00000009359.1	STAT6
ENSECAT00000013743.1	LRP1
ENSECAT00000013772.1	LRP1
ENSECAT00000006066.1	NXPH4
ENSECAT00000022983.1	SHMT2
ENSECAT00000025262.1	NDUFA4L2
ENSECAT00000025697.1	STAC3
ENSECAT00000005429.1	R3HDM2
ENSECAT00000005445.1	R3HDM2
ENSECAT00000011252.1	INHBC
ENSECAT00000011548.1	INHBE
ENSECAT00000011718.1	GLI1
ENSECAT00000012660.1	ARHGAP9
ENSECAT00000016356.1	MARS
ENSECAT00000021808.1	DDIT3
ENSECAT00000022712.1	MBD6
ENSECAT00000029090.1	MBD6
ENSECAT00000024186.1	DCTN2
ENSECAT00000008104.1	KIF5A
ENSECAT00000014187.1	PIP4K2C
ENSECAT00000016256.1	DTX3
ENSECAT00000018536.1	ARHGEF25
ENSECAT00000021065.1	SLC26A10
ENSECAT00000021115.1	SLC26A10
ENSECAT00000021136.1	SLC26A10
ENSECAT00000021193.1	SLC26A10
ENSECAT00000021250.1	SLC26A10
ENSECAT00000021309.1	SLC26A10
ENSECAT00000022966.1	B4GALNT1
ENSECAT00000024252.1	OS9
ENSECAT00000025894.1	AGAP2
ENSECAT00000026970.1	TSPAN31
ENSECAT00000027031.1	CDK4
ENSECAT00000027143.1	MARCH9
ENSECAT00000027154.1	CYP27B1
ENSECAT00000009295.1	METTL1
ENSECAT00000010782.1	METTL21B
ENSECAT00000010899.1	TSFM
ENSECAT00000015265.1	AVIL
ENSECAT00000020049.1	CTDSP2
ENSECAT00000028375.1	eca-mir-26a
ENSECAT00000021051.1	XRCC6BP1
ENSECAT00000021841.1	LRIG3
ENSECAT00000021846.1	LRIG3
ENSECAT00000023376.1	SLC16A7
ENSECAT00000023946.1	FAM19A2
ENSECAT00000029478.1	SNORD112
ENSECAT00000024653.1	USP15
ENSECAT00000024728.1	USP15
ENSECAT00000026946.1	MON2
ENSECAT00000009257.1	PPM1H
ENSECAT00000010751.1	AVPR1A
ENSECAT00000011786.1	TMEM5
ENSECAT00000012670.1	SRGAP1
ENSECAT00000016983.1	C12orf66
ENSECAT00000017120.1	C12orf56
ENSECAT00000019772.1	XPOT
ENSECAT00000022485.1	TBK1
ENSECAT00000024761.1	RASSF3
ENSECAT00000025253.1	GNS
ENSECAT00000026750.1	TBC1D30
ENSECAT00000026872.1	WIF1
ENSECAT00000005028.1	MSRB3
ENSECAT00000005482.1	LEMD3
ENSECAT00000029138.1	HMGA2
ENSECAT00000029651.1	SNORD61
ENSECAT00000028350.1	eca-mir-763
ENSECAT00000028772.1	5S_rRNA
ENSECAT00000005793.1	LLPH
ENSECAT00000029063.1	IRAK3
ENSECAT00000007687.1	HELB
ENSECAT00000009142.1	GRIP1
ENSECAT00000009146.1	GRIP1
ENSECAT00000009148.1	GRIP1
ENSECAT00000014335.1	CAND1
ENSECAT00000016717.1	DYRK2
ENSECAT00000017076.1	IFNG
ENSECAT00000020804.1	IL22
ENSECAT00000000800.1	MDM1
ENSECAT00000000818.1	MDM1
ENSECAT00000005448.1	RAP1B
ENSECAT00000008430.1	NUP107
ENSECAT00000008498.1	NUP107
ENSECAT00000013846.1	SLC35E3
ENSECAT00000014580.1	MDM2
ENSECAT00000015977.1	CPM
ENSECAT00000016964.1	CPSF6
ENSECAT00000019462.1	LYZ
ENSECAT00000021380.1	YEATS4
ENSECAT00000021508.1	FRS2
ENSECAT00000022053.1	CCT2
ENSECAT00000022374.1	BEST3
ENSECAT00000004718.1	UQCRFS1
ENSECAT00000028984.1	VSTM2B
ENSECAT00000021558.1	POP4
ENSECAT00000022578.1	C19orf12
ENSECAT00000022912.1	CCNE1
ENSECAT00000008081.1	URI1
ENSECAT00000014326.1	ZNF536
ENSECAT00000017046.1	TSHZ3
ENSECAT00000028523.1	U6
ENSECAT00000018022.1	ZNF507
ENSECAT00000000425.1	DPY19L3
ENSECAT00000020536.1	PDCD5
ENSECAT00000021221.1	ANKRD27
ENSECAT00000009416.1	TDRD12
ENSECAT00000010577.1	SLC7A9
ENSECAT00000021910.1	CEP89
ENSECAT00000008931.1	FAAP24
ENSECAT00000011062.1	RHPN2
ENSECAT00000024483.1	GPATCH1
ENSECAT00000008500.1	WDR88
ENSECAT00000010736.1	LRP3
ENSECAT00000015899.1	SLC7A10
ENSECAT00000004762.1	CEBPG
ENSECAT00000025605.1	PEPD
ENSECAT00000025611.1	PEPD
ENSECAT00000008692.1	CHST8
ENSECAT00000010801.1	KCTD15
ENSECAT00000017249.1	LSM14A
ENSECAT00000005657.1	KIAA0355
ENSECAT00000020155.1	GPI
ENSECAT00000000153.1	UBA2
ENSECAT00000002674.1	WTIP
ENSECAT00000013994.1	ZNF599
ENSECAT00000005045.1	ZNF30
ENSECAT00000014375.1	ZNF792
ENSECAT00000017515.1	GRAMD1A
ENSECAT00000000180.1	SCN1B
ENSECAT00000010305.1	HPN
ENSECAT00000017408.1	FXYD3
ENSECAT00000022718.1	LGI4
ENSECAT00000015520.1	FXYD1
ENSECAT00000020564.1	FXYD5
ENSECAT00000023637.1	FAM187B
ENSECAT00000024060.1	LSR
ENSECAT00000008718.1	USF2
ENSECAT00000011708.1	MAG
ENSECAT00000023033.1	CD22
ENSECAT00000005110.1	FFAR2
ENSECAT00000026982.1	KRTDAP
ENSECAT00000027075.1	DMKN
ENSECAT00000027119.1	SBSN
ENSECAT00000004953.1	GAPDHS
ENSECAT00000012378.1	TMEM147
ENSECAT00000014149.1	ATP4A
ENSECAT00000012691.1	HAUS5
ENSECAT00000010820.1	ETV2
ENSECAT00000012731.1	COX6B1
ENSECAT00000013556.1	UPK1A
ENSECAT00000005755.1	ZBTB32
ENSECAT00000007799.1	KMT2B
ENSECAT00000018825.1	IGFLR1
ENSECAT00000011111.1	LIN37
ENSECAT00000014363.1	HSPB6
ENSECAT00000016869.1	PROSER3
ENSECAT00000018170.1	ARHGAP33
ENSECAT00000013764.1	NPHS1
ENSECAT00000017892.1	KIRREL2
ENSECAT00000022559.1	APLP1
ENSECAT00000022609.1	APLP1
ENSECAT00000015946.1	NFKBID
ENSECAT00000018870.1	HCST
ENSECAT00000019582.1	TYROBP
ENSECAT00000023717.1	LRFN3
ENSECAT00000000121.1	SDHAF1
ENSECAT00000000162.1	SYNE4
ENSECAT00000006478.1	ALKBH6
ENSECAT00000009294.1	CLIP3
ENSECAT00000014209.1	POLR2I
ENSECAT00000015354.1	WDR62
ENSECAT00000015434.1	WDR62
ENSECAT00000015481.1	WDR62
ENSECAT00000008033.1	OVOL3
ENSECAT00000008240.1	TBCB
ENSECAT00000013067.1	CAPNS1
ENSECAT00000011798.1	COX7A1
ENSECAT00000012425.1	ZNF565
ENSECAT00000005129.1	ZNF146
ENSECAT00000018578.1	ZNF567
ENSECAT00000005177.1	ZNF461
ENSECAT00000019925.1	ZNF382
ENSECAT00000005207.1	ZNF260
ENSECAT00000020583.1	ZNF566
ENSECAT00000022500.1	ZFP82
ENSECAT00000023140.1	ZFP14
ENSECAT00000014940.1	ZNF568
ENSECAT00000015219.1	ZNF829
ENSECAT00000017368.1	ZNF793
ENSECAT00000018135.1	ZFP30
ENSECAT00000020447.1	ZNF790
ENSECAT00000005277.1	ZNF345
ENSECAT00000022719.1	ZNF571
ENSECAT00000024380.1	ZNF570
ENSECAT00000008022.1	ZNF420
ENSECAT00000005505.1	ZNF569
ENSECAT00000009659.1	ZNF527
ENSECAT00000010612.1	HKR1
ENSECAT00000014049.1	ZNF383
ENSECAT00000014157.1	ZNF383
ENSECAT00000014224.1	ZNF383
ENSECAT00000022831.1	ZNF573
ENSECAT00000025363.1	SIPA1L3
ENSECAT00000010555.1	DPF1
ENSECAT00000011618.1	PPP1R14A
ENSECAT00000011702.1	SPINT2
ENSECAT00000016359.1	YIF1B
ENSECAT00000025092.1	KCNK6
ENSECAT00000000200.1	CATSPERG
ENSECAT00000008263.1	PSMD8
ENSECAT00000005572.1	GGN
ENSECAT00000022748.1	FAM98C
ENSECAT00000023708.1	RASGRP4
ENSECAT00000016698.1	RYR1
ENSECAT00000018399.1	MAP4K1
ENSECAT00000018414.1	MAP4K1
ENSECAT00000013511.1	EIF3K
ENSECAT00000023719.1	ACTN4
ENSECAT00000023343.1	LGALS4
ENSECAT00000026940.1	ECH1
ENSECAT00000013350.1	HNRNPL
ENSECAT00000022099.1	RINL
ENSECAT00000025162.1	SIRT2
ENSECAT00000015087.1	NFKBIB
ENSECAT00000014344.1	MRPS12
ENSECAT00000014368.1	FBXO17
ENSECAT00000014387.1	FBXO27
ENSECAT00000018379.1	PAK4
ENSECAT00000020057.1	NCCRP1
ENSECAT00000028829.1	LRFN1
ENSECAT00000008238.1	LRFN1
ENSECAT00000007762.1	DLL3
ENSECAT00000010710.1	GMFG
ENSECAT00000016592.1	SAMD4B
ENSECAT00000008531.1	PAF1
ENSECAT00000019353.1	MED29
ENSECAT00000021359.1	PLEKHG2
ENSECAT00000005007.1	RPS16
ENSECAT00000014607.1	SUPT5H
ENSECAT00000002710.1	TIMM50
ENSECAT00000022934.1	DYRK1B
ENSECAT00000025001.1	FBL
ENSECAT00000012192.1	FCGBP
ENSECAT00000015493.1	PSMC4
ENSECAT00000024320.1	ZNF546
ENSECAT00000008030.1	TTC9B
ENSECAT00000009104.1	AKT2
ENSECAT00000013222.1	C19orf47
ENSECAT00000014594.1	PLD3
ENSECAT00000023160.1	HIPK4
ENSECAT00000025138.1	PRX
ENSECAT00000005605.1	SERTAD3
ENSECAT00000000813.1	BLVRB
ENSECAT00000010185.1	SPTBN4
ENSECAT00000010222.1	SPTBN4
ENSECAT00000010276.1	SPTBN4
ENSECAT00000008093.1	SHKBP1
ENSECAT00000019347.1	LTBP4
ENSECAT00000018398.1	NUMBL
ENSECAT00000024118.1	ADCK4
ENSECAT00000007194.1	ITPKC
ENSECAT00000012329.1	C19orf54
ENSECAT00000013847.1	SNRPA
ENSECAT00000024797.1	MIA
ENSECAT00000001571.1	EGLN2
ENSECAT00000008032.1	CYP2F1
ENSECAT00000008122.1	CYP2A13
ENSECAT00000009212.1	CYP2S1
ENSECAT00000012479.1	AXL
ENSECAT00000012482.1	AXL
ENSECAT00000025978.1	HNRNPUL1
ENSECAT00000010455.1	CCDC97
ENSECAT00000012048.1	TGFB1
ENSECAT00000012462.1	B9D2
ENSECAT00000025911.1	TMEM91
ENSECAT00000026031.1	EXOSC5
ENSECAT00000026562.1	B3GNT8
ENSECAT00000026680.1	ATP5SL
ENSECAT00000006692.1	ERICH4
ENSECAT00000015775.1	LIPE
ENSECAT00000018065.1	CNFN
ENSECAT00000020718.1	MEGF8
ENSECAT00000001280.1	TMEM145
ENSECAT00000011268.1	PRR19
ENSECAT00000011278.1	PAFAH1B3
ENSECAT00000011885.1	CIC
ENSECAT00000019521.1	ERF
ENSECAT00000003413.1	ZNF526
ENSECAT00000003672.1	DEDD2
ENSECAT00000029243.1	SNORD112
ENSECAT00000006525.1	POU2F2
ENSECAT00000005730.1	ZNF574
ENSECAT00000020099.1	GRIK5
ENSECAT00000026516.1	ATP1A3
ENSECAT00000006634.1	RABAC1
ENSECAT00000007284.1	CD79A
ENSECAT00000010091.1	RPS19
ENSECAT00000020277.1	LYPD4
ENSECAT00000000643.1	CXCL17
ENSECAT00000020953.1	TEX101
ENSECAT00000025025.1	SP-1
ENSECAT00000025934.1	BSP2
ENSECAT00000008961.1	LYPD3
ENSECAT00000010452.1	PHLDB3
ENSECAT00000011285.1	ETHE1
ENSECAT00000014241.1	ZNF575
ENSECAT00000015254.1	XRCC1
ENSECAT00000013496.1	PINLYP
ENSECAT00000013775.1	IRGQ
ENSECAT00000014310.1	ZNF576
ENSECAT00000014330.1	ZNF428
ENSECAT00000014776.1	CADM4
ENSECAT00000023704.1	PLAUR
ENSECAT00000005790.1	IRGC
ENSECAT00000007577.1	SMG9
ENSECAT00000016198.1	KCNN4
ENSECAT00000018029.1	LYPD5
ENSECAT00000018056.1	ZNF283
ENSECAT00000019287.1	ZNF404
ENSECAT00000020698.1	ZNF45
ENSECAT00000022142.1	ZNF234
ENSECAT00000022166.1	ZNF234
ENSECAT00000022190.1	ZNF234
ENSECAT00000027788.1	U1
ENSECAT00000022932.1	ZNF229
ENSECAT00000025406.1	ZNF235
ENSECAT00000025407.1	ZNF235
ENSECAT00000000297.1	ZNF112
ENSECAT00000006395.1	ZNF285
ENSECAT00000006412.1	ZNF285
ENSECAT00000006686.1	ZNF180
ENSECAT00000009477.1	PVR
ENSECAT00000011431.1	CEACAM19
ENSECAT00000013092.1	CEACAM16
ENSECAT00000013680.1	BCL3
ENSECAT00000019176.1	CBLC
ENSECAT00000020169.1	BCAM
ENSECAT00000009682.1	PVRL2
ENSECAT00000014954.1	TOMM40
ENSECAT00000008481.1	APOE
ENSECAT00000012791.1	APOC4
ENSECAT00000018430.1	CLPTM1
ENSECAT00000022322.1	RELB
ENSECAT00000009472.1	CLASRP
ENSECAT00000012012.1	ZNF296
ENSECAT00000028998.1	DACT3
ENSECAT00000005840.1	GEMIN7
ENSECAT00000013454.1	PPP1R37
ENSECAT00000020225.1	TRAPPC6A
ENSECAT00000025644.1	EXOC3L2
ENSECAT00000000882.1	MARK4
ENSECAT00000001234.1	MARK4
ENSECAT00000023921.1	CKM
ENSECAT00000024173.1	KLC3
ENSECAT00000026793.1	PPP1R13L
ENSECAT00000026802.1	PPP1R13L
ENSECAT00000010606.1	CD3EAP
ENSECAT00000011934.1	ERCC1
ENSECAT00000019056.1	FOSB
ENSECAT00000024603.1	RTN2
ENSECAT00000024614.1	RTN2
ENSECAT00000008066.1	VASP
ENSECAT00000008154.1	VASP
ENSECAT00000014885.1	OPA3
ENSECAT00000019704.1	EML2
ENSECAT00000027386.1	eca-mir-330
ENSECAT00000016944.1	GIPR
ENSECAT00000007887.1	SNRPD2
ENSECAT00000009673.1	QPCTL
ENSECAT00000015162.1	FBXO46
ENSECAT00000016115.1	SIX5
ENSECAT00000017591.1	DMPK
ENSECAT00000017836.1	DMWD
ENSECAT00000020258.1	RSPH6A
ENSECAT00000008705.1	SYMPK
ENSECAT00000008770.1	SYMPK
ENSECAT00000008812.1	SYMPK
ENSECAT00000005895.1	FOXA3
ENSECAT00000005940.1	IRF2BP1
ENSECAT00000005955.1	NANOS2
ENSECAT00000025912.1	NOVA2
ENSECAT00000009224.1	CCDC61
ENSECAT00000009266.1	CCDC61
ENSECAT00000027334.1	eca-mir-769b
ENSECAT00000027364.1	eca-mir-769a
ENSECAT00000022180.1	HIF3A
ENSECAT00000009145.1	PPP5C
ENSECAT00000029225.1	U6
ENSECAT00000022444.1	CCDC8
ENSECAT00000006061.1	PNMAL1
ENSECAT00000025327.1	PTGIR
ENSECAT00000026557.1	GNG8
ENSECAT00000026706.1	PRKD2
ENSECAT00000003709.1	STRN4
ENSECAT00000012168.1	SLC1A5
ENSECAT00000029571.1	U7
ENSECAT00000017201.1	AP2S1
ENSECAT00000029204.1	U3
ENSECAT00000018888.1	ARHGAP35
ENSECAT00000024074.1	NPAS1
ENSECAT00000026061.1	TMEM160
ENSECAT00000026166.1	ZC3H4
ENSECAT00000002005.1	SAE1
ENSECAT00000008727.1	CCDC9
ENSECAT00000006133.1	C5AR1
ENSECAT00000006149.1	C5AR2
ENSECAT00000011864.1	DHX34
ENSECAT00000018088.1	MEIS3
ENSECAT00000008857.1	SLC8A2
ENSECAT00000008910.1	SLC8A2
ENSECAT00000019633.1	KPTN
ENSECAT00000007461.1	NAPA
ENSECAT00000020627.1	ZNF541
ENSECAT00000006991.1	SEPW1
ENSECAT00000010641.1	CRX
ENSECAT00000011242.1	SULT2A1
ENSECAT00000011635.1	BSPH1
ENSECAT00000012313.1	ELSPBP1
ENSECAT00000013147.1	CABP5
ENSECAT00000016646.1	LIG1
ENSECAT00000007346.1	C19orf68
ENSECAT00000006191.1	EQUCABV1R933
ENSECAT00000009447.1	ZNF114
ENSECAT00000009504.1	CCDC114
ENSECAT00000010285.1	EMP3
ENSECAT00000010417.1	TMEM143
ENSECAT00000012795.1	SYNGR4
ENSECAT00000013357.1	KDELR1
ENSECAT00000021016.1	GRWD1
ENSECAT00000014279.1	LMTK3
ENSECAT00000015918.1	SULT2B1
ENSECAT00000021670.1	FAM83E
ENSECAT00000005518.1	SPACA4
ENSECAT00000023463.1	RPL18
ENSECAT00000007665.1	SPHK2
ENSECAT00000014919.1	DBP
ENSECAT00000029049.1	DBP
ENSECAT00000019400.1	CA11
ENSECAT00000020405.1	NTN5
ENSECAT00000021712.1	MAMSTR
ENSECAT00000022560.1	RASIP1
ENSECAT00000009318.1	IZUMO1
ENSECAT00000006041.1	FUT1
ENSECAT00000010999.1	FGF21
ENSECAT00000012050.1	BCAT2
ENSECAT00000022064.1	HSD17B14
ENSECAT00000026794.1	PLEKHA4
ENSECAT00000010557.1	PPP1R15A
ENSECAT00000011441.1	TULP2
ENSECAT00000013855.1	NUCB1
ENSECAT00000015538.1	DHDH
ENSECAT00000017679.1	BAX
ENSECAT00000023453.1	GYS1
ENSECAT00000018067.1	RUVBL2
ENSECAT00000007582.1	LH/CG-BETA
ENSECAT00000008791.1	NTF4
ENSECAT00000011198.1	KCNA7
ENSECAT00000021415.1	LIN7B
ENSECAT00000004206.1	PPFIA3
ENSECAT00000021257.1	HRC
ENSECAT00000023252.1	TRPM4
ENSECAT00000013114.1	SLC6A16
ENSECAT00000014834.1	CD37
ENSECAT00000019392.1	TEAD2
ENSECAT00000019399.1	TEAD2
ENSECAT00000026053.1	DKKL1
ENSECAT00000026394.1	CCDC155
ENSECAT00000008128.1	PTH2
ENSECAT00000008839.1	SLC17A7
ENSECAT00000008905.1	SLC17A7
ENSECAT00000022632.1	PIH1D1
ENSECAT00000025412.1	ALDH16A1
ENSECAT00000016011.1	FLT3LG
ENSECAT00000016917.1	RPL13A
ENSECAT00000028004.1	SNORD33
ENSECAT00000028627.1	SNORD33
ENSECAT00000029444.1	SNORD34
ENSECAT00000027355.1	SNORD35
ENSECAT00000000294.1	RPS11
ENSECAT00000027397.1	SNORD35
ENSECAT00000029299.1	eca-mir-150
ENSECAT00000003823.1	FCGRT
ENSECAT00000010810.1	RCN3
ENSECAT00000011890.1	PRRG2
ENSECAT00000013124.1	PRR12
ENSECAT00000015165.1	PTOV1
ENSECAT00000018910.1	SCAF1
ENSECAT00000019481.1	IRF3
ENSECAT00000024155.1	BCL2L12
ENSECAT00000025984.1	PRMT1
ENSECAT00000016934.1	CPT1C
ENSECAT00000017025.1	CPT1C
ENSECAT00000025735.1	TSKS
ENSECAT00000007801.1	AP2A1
ENSECAT00000007814.1	AP2A1
ENSECAT00000020803.1	FUZ
ENSECAT00000008958.1	MED25
ENSECAT00000018686.1	PNKP
ENSECAT00000024910.1	AKT1S1
ENSECAT00000002203.1	TBC1D17
ENSECAT00000019105.1	IL4I1
ENSECAT00000006059.1	NUP62
ENSECAT00000019222.1	ATF5
ENSECAT00000021945.1	VRK3
ENSECAT00000025016.1	ZNF473
ENSECAT00000025104.1	IZUMO2
ENSECAT00000007329.1	MYH14
ENSECAT00000016816.1	NAPSA
ENSECAT00000022344.1	NR1H2
ENSECAT00000007403.1	POLD1
ENSECAT00000022182.1	MYBPC2
ENSECAT00000013276.1	EMC10
ENSECAT00000015239.1	LRRC4B
ENSECAT00000016825.1	SYT3
ENSECAT00000019113.1	SHANK1
ENSECAT00000021666.1	ACPT
ENSECAT00000027493.1	SNORD88
ENSECAT00000027291.1	SNORD88
ENSECAT00000027230.1	SNORD88
ENSECAT00000027456.1	SNORD88
ENSECAT00000009692.1	KLK15
ENSECAT00000012101.1	KLK1E2
ENSECAT00000019908.1	KLK4
ENSECAT00000026334.1	KLK5
ENSECAT00000026679.1	KLK6
ENSECAT00000001352.1	KLK8
ENSECAT00000009524.1	KLK11
ENSECAT00000014148.1	KLK12
ENSECAT00000014678.1	KLK13
ENSECAT00000016281.1	KLK14
ENSECAT00000019652.1	CTU1
ENSECAT00000010945.1	LIM2
ENSECAT00000014820.1	NKG7
ENSECAT00000015149.1	CLDND2
ENSECAT00000015879.1	ETFB
ENSECAT00000016883.1	IGLON5
ENSECAT00000017023.1	IGLON5
ENSECAT00000027040.1	ZNF175
ENSECAT00000027444.1	eca-mir-99b
ENSECAT00000028527.1	eca-let-7e
ENSECAT00000028331.1	eca-mir-125a
ENSECAT00000008461.1	ZNF577
ENSECAT00000008576.1	ZNF649
ENSECAT00000014571.1	ZNF613
ENSECAT00000015004.1	ZNF432
ENSECAT00000015317.1	ZNF614
ENSECAT00000016690.1	ZNF615
ENSECAT00000017652.1	ZNF350
ENSECAT00000006388.1	EQUCABV1R931
ENSECAT00000006445.1	EQUCABV1R929
ENSECAT00000006479.1	EQUCABV1R928
ENSECAT00000019754.1	PPP2R1A
ENSECAT00000006553.1	EQUCABV1R924
ENSECAT00000000844.1	EQUCABV1R921
ENSECAT00000000869.1	EQUCABV1R920
ENSECAT00000000936.1	EQUCABV1R919
ENSECAT00000001027.1	EQUCABV1R918
ENSECAT00000001065.1	EQUCABV1R917
ENSECAT00000007504.1	ZNF331
ENSECAT00000029336.1	eca-mir-371
ENSECAT00000028538.1	eca-mir-372
ENSECAT00000018685.1	NLRP12
ENSECAT00000001194.1	MYADM
ENSECAT00000020980.1	PRKCG
ENSECAT00000013422.1	CACNG7
ENSECAT00000028919.1	CACNG6
ENSECAT00000016445.1	VSTM1
ENSECAT00000016714.1	NDUFA3
ENSECAT00000019413.1	TFPT
ENSECAT00000022106.1	PRPF31
ENSECAT00000025070.1	CNOT3
ENSECAT00000013117.1	LENG1
ENSECAT00000013432.1	TMC4
ENSECAT00000016421.1	MBOAT7
ENSECAT00000020827.1	TSEN34
ENSECAT00000021672.1	RPS9
ENSECAT00000008908.1	LILRA
ENSECAT00000017346.1	ILT11A
ENSECAT00000019228.1	CDC42EP5
ENSECAT00000019301.1	LENG9
ENSECAT00000019557.1	LENG8
ENSECAT00000019558.1	LENG8
ENSECAT00000026285.1	TTYH1
ENSECAT00000018285.1	KIR3DL
ENSECAT00000009135.1	FCAR
ENSECAT00000014568.1	NCR1
ENSECAT00000024085.1	GP6
ENSECAT00000024790.1	RDH13
ENSECAT00000000442.1	EPS8L1
ENSECAT00000004078.1	PPP1R12C
ENSECAT00000016548.1	TNNT1
ENSECAT00000018423.1	TNNI3
ENSECAT00000004801.1	SYT5
ENSECAT00000009833.1	PTPRH
ENSECAT00000014509.1	TMEM86B
ENSECAT00000016986.1	PPP6R1
ENSECAT00000024223.1	HSPBP1
ENSECAT00000003084.1	BRSK1
ENSECAT00000013748.1	TMEM150B
ENSECAT00000014393.1	SUV420H2
ENSECAT00000014685.1	FAM71E2
ENSECAT00000015199.1	IL11
ENSECAT00000016648.1	SHISA7
ENSECAT00000016826.1	ISOC2
ENSECAT00000019799.1	NAT14
ENSECAT00000020152.1	SSC5D
ENSECAT00000020305.1	SBK2
ENSECAT00000020950.1	SBK3
ENSECAT00000021857.1	FIZ1
ENSECAT00000024138.1	ZNF865
ENSECAT00000001233.1	ZNF784
ENSECAT00000002983.1	ZNF581
ENSECAT00000006210.1	CCDC106
ENSECAT00000010686.1	U2AF2
ENSECAT00000017082.1	EPN1
ENSECAT00000017083.1	EPN1
ENSECAT00000001315.1	EQUCABV1R903
ENSECAT00000022131.1	NLRP4
ENSECAT00000025625.1	NLRP13
ENSECAT00000029665.1	SNORA73
ENSECAT00000025917.1	NLRP5
ENSECAT00000026524.1	GALP
ENSECAT00000009562.1	ZNF583
ENSECAT00000011342.1	ZNF667
ENSECAT00000012316.1	ZNF582
ENSECAT00000013727.1	ZNF470
ENSECAT00000013763.1	ZNF470
ENSECAT00000013814.1	ZNF470
ENSECAT00000014405.1	ZFP28
ENSECAT00000001426.1	ZNF71
ENSECAT00000017028.1	SMIM17
